eta,theoretical bound,practical sample
0.0,10641.263443358914,637.3
0.05,13137.362275751744,1127.2
0.1,16626.974130248298,1429.6
0.15000000000000002,21716.864170120236,2317.7
0.2,29559.065120441428,3713.3
0.25,42565.053773435655,5914.0
