eta,theoretical bound,practical sample
0.0,6679.8684223444625,281.3
0.05,8246.751138696867,371.8
0.1,10437.29440991322,684.7
0.15000000000000002,13632.384535396866,819.5
0.2,18555.190062067955,1511.3
0.25,26719.47368937785,2410.0
